address,phonenumber,deposit,rent
"경상남도 현기용구 
 덕혜범마을 8 872-2 314-313",01057748895,2000.0,50.0
서울특별시 세통구 복대근거리 5986 0-2 (927-466),01058261293,1000.0,50.0
서울특별시 동란마을 은유철마을 295 327 (690-006),01027572474,5000.0,30.0
경상북도 변열다마을 미위동 320 24-2 (932-482),01024158422,7000.0,30.0
경상남도 명예구 홍정거리 945 667 (386-944),01022868457,7000.0,50.0
"경상북도 부호열마을 
 도휘은로 6 118-948",01035546683,4000.0,60.0
제주특별자치도 한지환시 점리훈동 254 7-3 (947-066),01064283555,4000.0,40.0
세종특별자치시 열세구 형강경마을 1 9-3 (780-472),01086212821,2000.0,40.0
"울산광역시 비아마을 
 다광거리 4 913동 739호 495-251",01095596953,2000.0,40.0
경기도 화권시 허형호거리 0 (641-626),01048936791,5000.0,30.0
서울특별시 진한산구 사두권로 7 (784-444),01019371219,6000.0,70.0
"광주광역시 보현시 
 어산산거리 3 479동 990호 952-331",01035491122,8000.0,50.0
"강원도 찬림마을 
 병홍로 2 420-2 792-628",01013372455,6000.0,40.0
경상북도 함도용마을 려리동시 439 (795-724),01071546978,2000.0,40.0
경상북도 남건군 향철힘마을 762 (230-663),01029761471,6000.0,40.0
"울산광역시 려근구 
 우비세동 9464 826-398",01029691795,6000.0,50.0
"제주특별자치도 통범시 
 원균범마을 5 26-5 613-847",01023854259,1000.0,70.0
서울특별시 해화미시 슬진거리 7295 (218-817),01099747959,8000.0,50.0
"충청남도 금람마을 
 강성로 2375 109-123",01057174643,6000.0,40.0
"제주특별자치도 서규위구 
 예억해동 220 986동 201호 294-776",01036225581,7000.0,40.0
"강원도 황힘마을 
 양엽동 9042 706-163",01016763939,9000.0,50.0
"대구광역시 한관다마을 
 즙혁의로 6231 525-341",01033883849,5000.0,50.0
전라남도 양황성구 심대은동 8774 (928-000),01091392326,6000.0,70.0
"서울특별시 강전련지군 
 열경명동 2 586-114",01056522881,1000.0,50.0
경상북도 재열구 상우휘구 299 (855-805),01013281712,9000.0,30.0
강원도 권수두군 련련별동 714 (750-595),01055242134,3000.0,60.0
"세종특별자치시 여건현군 
 림향상로 501 136동 020호 455-892",01039474556,2000.0,70.0
강원도 장향희구 팽람익로 035 (019-407),01052422386,9000.0,60.0
경상북도 위덕해구 황인엽시 0 252 (309-171),01061453633,2000.0,30.0
경기도 추선창시 소봉예병로 614 941동 559호 (411-142),01034637226,2000.0,40.0
전라북도 애원힘마을 향광동 3 (471-407),01026634973,1000.0,70.0
"광주광역시 연남군 
 윤솔로 3 478-1 001-154",01039311562,2000.0,60.0
"세종특별자치시 현위마을 
 웅엽비거리 664 106-564",01093488561,5000.0,60.0
"울산광역시 공홍관시 
  석지소로 9 221-282",01094774788,5000.0,50.0
전라남도 의원구 지도강군 393 29-3 (344-790),01022293152,7000.0,30.0
광주광역시 소봉우남시 슬세열구 1 013-5 (350-004),01022137385,5000.0,60.0
"경상북도 변한은시 
 웅선동 9 993-568",01078547746,3000.0,50.0
대전광역시 억려군 원명선동 723 71-4 (365-188),01031378822,6000.0,70.0
대전광역시 대세마을 엄의비거리 2 (869-470),01027162765,5000.0,70.0
대구광역시 혁빈시 효혜규구 936 (711-221),01041829186,7000.0,30.0
전라남도 후권구 희근협로 8 (013-054),01088285334,2000.0,40.0
울산광역시 별종군 환하동 7 937 (458-016),01041145598,6000.0,70.0
울산광역시 한웅위군 노진재동 144 (287-727),01036111867,3000.0,50.0
대구광역시 훈진시 웅윤순동 2 (958-719),01063313392,1000.0,30.0
"충청남도 권리태마을 
 철익온동 1855 687-4 250-285",01048695276,2000.0,40.0
"광주광역시 사예힘구 
 효양거리 9 085-045",01082663297,1000.0,60.0
전라북도 솔양군 주휘거리 8718 4-0 (549-058),01069715435,9000.0,70.0
"전라북도 초순한마을 
 허보한동 9145 151-1 930-442",01074222625,1000.0,50.0
"울산광역시 덕명군 
 야주억거리 3 55-7 449-913",01022561626,7000.0,50.0
제주특별자치도 혜환군 규병림동 9185 876동 000호 (375-038),01075576477,9000.0,30.0
충청북도 유우찬마을 순람재마을 2 (689-419),01033394782,9000.0,50.0
"전라북도 주덕구 
 근병화마을 076 16-7 091-887",01093536884,5000.0,70.0
경상남도 민정명구 한후광로 5 (474-058),01085984491,4000.0,70.0
"충청북도 손억혜마을 
 균두로 6 174-997",01019638977,1000.0,30.0
"울산광역시 권양시 
 슬용산거리 8135 918-422",01068136325,3000.0,50.0
충청남도 보련군 상성명로 9 373 (168-149),01058622757,2000.0,30.0
충청남도 즙광림군 담려황동 0641 6-6 (341-318),01091648844,6000.0,30.0
"경상남도 세관마을 
 진억동 8 716-659",01059759829,3000.0,50.0
"제주특별자치도 원구구 
 금익광로 2 536동 350호 090-248",01014479513,2000.0,60.0
강원도 권근시 종웅진구 7 05-4 (354-274),01039469243,9000.0,70.0
강원도 재리마을 려은로 8406 (578-947),01024427142,3000.0,30.0
전라북도 도소마을 경형창거리 9982 184 (357-856),01038114783,2000.0,40.0
충청북도 천통황시 란남익시 192 768 (256-954),01056939365,9000.0,30.0
경상북도 임웅의군 주려동 8063 (177-167),01036416265,5000.0,30.0
"대전광역시 동방진억마을 
 관무동 1 574-2 783-724",01056445472,2000.0,50.0
강원도 림힘시 송재강마을 9455 (286-268),01092571185,7000.0,60.0
인천광역시 변권휘구 석형건동 6 759-3 (713-879),01062284196,1000.0,40.0
"대전광역시 은훈구 
 재범순군 9 462-528",01053785642,4000.0,50.0
전라북도 단련명마을 의솔거리 739 (542-280),01012251543,2000.0,70.0
부산광역시 슬예시 미익광동 4 (411-517),01026981774,9000.0,70.0
"부산광역시 화보군 
 순힘찬군 4 544-808",01098219917,2000.0,70.0
"경상북도 누화협마을 
 련려로 586 215-467",01054246961,1000.0,30.0
"서울특별시 옹양비구 
 림용의군 239 741-464",01063376422,9000.0,70.0
"전라남도 구련시 
 심철형거리 4 358-498",01025778335,3000.0,50.0
"충청남도 위준우시 
 효균거리 539 692동 875호 172-616",01034736639,7000.0,70.0
"대구광역시 문용윤마을 
 채세균동 876 862-3 132-416",01068595686,3000.0,40.0
세종특별자치시 류원비시 솔가준시 9 534-1 (347-055),01084294233,8000.0,40.0
대전광역시 혁혜시 성다혁로 0 (029-536),01054376159,9000.0,30.0
"부산광역시 혜한구 
 다은환군 169 545동 961호 644-001",01016527889,6000.0,70.0
"경상북도 신원형구 
 돈한우동 338 911-7 865-347",01036982968,4000.0,30.0
"대전광역시 근선군 
 병완힘거리 737 88-1 926-617",01026523636,4000.0,40.0
경상북도 김위하마을 가진송거리 9561 (115-878),01038487411,8000.0,30.0
대구광역시 남선군 완강거리 125 078 (847-644),01052225371,3000.0,50.0
"충청남도 박근협마을 
 별아규거리 0951 4-0 354-888",01067278579,5000.0,50.0
인천광역시 열태군 제갈리정동 4250 (182-593),01076867849,2000.0,50.0
세종특별자치시 구민마을 철림로 8 (192-351),01024121366,6000.0,70.0
대구광역시 란주시 원다동 3707 (933-765),01061653291,5000.0,70.0
울산광역시 선별구 광예로 8678 (294-881),01077768385,1000.0,40.0
제주특별자치도 채철건마을 제병민로 5 3-1 (132-617),01048596579,8000.0,40.0
서울특별시 두동마을 상선거리 869 (639-364),01029328325,1000.0,50.0
경기도 덕주군 여금병로 2 1-0 (740-174),01086829654,4000.0,50.0
부산광역시 해남송군 철광지거리 0060 (989-456),01022869745,2000.0,60.0
광주광역시 엽억아시 단규림로 4859 321-5 (386-557),01016786651,7000.0,50.0
울산광역시 양지군 람근안거리 2330 455-0 (712-765),01078339522,8000.0,40.0
울산광역시 장권양군 염연예동 1 (513-963),01041383116,4000.0,70.0
대구광역시 세양시 광별거리 0434 (029-418),01081894186,6000.0,50.0
경상북도 아별안구 두화거리 4309 926 (217-697),01024195341,1000.0,40.0
경상북도 희려군 주원동 3 515 (271-233),01025246295,1000.0,60.0
"부산광역시 함지한마을 
 호미거리 8221 725-060",01065416152,9000.0,60.0
울산광역시 홍철혜마을 솔환동 291 945동 422호 (241-708),01096948946,5000.0,50.0
서울특별시 영구군 정람동 477 (569-310),01026913431,9000.0,60.0
"전라남도 권별구 
 명엽수시 9126 748-554",01077336922,2000.0,60.0
대구광역시 필두수시 후범강마을 0 (345-028),01081349291,5000.0,60.0
"세종특별자치시 주완군 
 강한통거리 3970 042-475",01047871444,5000.0,30.0
대구광역시 무명구 모익주로 130 0-2 (457-505),01088473445,4000.0,30.0
대전광역시 련열시 온온익동 9376 (413-428),01031914282,6000.0,30.0
"대전광역시 전휘소구 
 희세연거리 081 16-6 659-055",01029934812,6000.0,70.0
경기도 창빈시 권용태시 7386 63-4 (844-522),01098669546,6000.0,70.0
대구광역시 나향석구 기혁효거리 2 (441-138),01044874143,8000.0,40.0
"서울특별시 준광구 
 근주미로 1 560-297",01067569541,1000.0,40.0
"충청남도 여상은시 
 가순원시 4530 638-013",01056255255,1000.0,70.0
"충청남도 비창구 
 효가로 039 156-847",01066487614,8000.0,70.0
"울산광역시 유희별마을 
 민지휘동 0 031 677-486",01061175744,3000.0,60.0
"전라남도 선우재근군 
 진용보로 9804 683-716",01025953586,8000.0,60.0
전라북도 효강군 병환동 6415 832동 345호 (471-996),01044522624,5000.0,50.0
"부산광역시 소봉송찬구 
 힘익거리 7 241동 753호 618-018",01019255655,2000.0,50.0
경기도 다금군 구훈혜동 1845 549동 721호 (123-223),01035715851,6000.0,30.0
"광주광역시 금준슬군 
 세준동 8 287 551-152",01043165223,7000.0,50.0
전라남도 판두유시 영란건로 3061 (284-267),01076852253,9000.0,40.0
대구광역시 형빈마을 방선승동 757 619-7 (587-050),01017238671,3000.0,40.0
충청북도 대남구 해연강군 480 (631-650),01068574114,2000.0,40.0
"제주특별자치도 예철석마을 
 구두완거리 7939 331동 637호 818-715",01017345375,6000.0,60.0
"전라남도 웅영군 
 성열송구 7 934-793",01062967989,8000.0,50.0
충청북도 덕영군 균욱로 3983 (227-856),01068349745,7000.0,60.0
경상남도 옹종원마을 양대남동 6 917-1 (708-548),01033571261,2000.0,50.0
"강원도 인강마을 
 대다순시 8199 798 519-824",01098585876,7000.0,60.0
대전광역시 비덕군 황환경군 6759 186동 035호 (218-271),01055577293,7000.0,70.0
전라북도 선범시 통하기로 4 (317-832),01082731845,7000.0,60.0
"경기도 상용시 
 후근은시 9917 102-339",01019238543,3000.0,50.0
"충청북도 란안구 
 환연동 7 791-427",01044676945,1000.0,50.0
제주특별자치도 노건란구 호철휘거리 1165 218-1 (058-423),01081154479,8000.0,50.0
경상남도 아온종시 연승덕로 824 (491-334),01053348878,9000.0,70.0
"세종특별자치시 뇌수억마을 
 자종란동 111 878-3 763-054",01036894311,6000.0,40.0
"인천광역시 재명구 
 수근련로 968 333-2 046-149",01037164946,7000.0,50.0
"경상남도 범위힘군 
 찬건두군 193 24-2 461-361",01015179127,2000.0,30.0
"광주광역시 한지시 
 해두동 679 456동 404호 313-336",01075895962,3000.0,40.0
전라북도 류힘규마을 선엽병마을 5 (511-695),01073321792,7000.0,40.0
경상남도 재연군 증강보로 2 (481-618),01048316196,3000.0,40.0
충청남도 형준구 덕정성로 3371 03-1 (735-362),01056252184,9000.0,30.0
전라북도 은위구 추황지로 4584 (679-855),01091859131,1000.0,40.0
"서울특별시 견주려시 
 제한한로 9 692동 228호 452-101",01049455976,3000.0,70.0
경상북도 김련람마을 강전란완동 5900 (670-386),01013935877,6000.0,50.0
"강원도 형의군 
 근강명로 8 954동 124호 891-988",01018971862,5000.0,70.0
"충청남도 찬소군 
 옹규향거리 990 7-7 985-320",01088155965,4000.0,30.0
대구광역시 독고힘웅시 엽종동 576 (757-449),01028319743,3000.0,30.0
"인천광역시 선지준군 
 슬슬종마을 1 268 452-180",01093274528,6000.0,30.0
"충청남도 호성병마을 
 권두거리 856 748-0 127-229",01015856171,7000.0,50.0
"전라북도 구주구 
 승억철거리 897 938동 949호 162-724",01039168671,1000.0,50.0
울산광역시 저광준구 덕유태구 123 577-6 (339-720),01023226411,7000.0,60.0
"전라남도 우범관군 
 부보주로 3856 962-258",01049315137,6000.0,70.0
"인천광역시 보황시 
 황보도석로 5 36-9 414-997",01038646752,8000.0,40.0
충청북도 통휘군 완솔병동 4 (125-623),01048944566,8000.0,50.0
충청남도 공하동시 재준승마을 225 (070-499),01067345814,6000.0,70.0
"인천광역시 금림구 
 협엽동 892 874-9 076-230",01045266245,5000.0,40.0
"대구광역시 철인구 
 세상아구 7 7-8 837-213",01063879743,3000.0,70.0
"강원도 공후세시 
 진두로 2 56-1 458-538",01058447212,5000.0,30.0
"경상북도 후재한군 
 송엽관로 4 993-549",01015416929,4000.0,30.0
부산광역시 조웅미시 찬창로 788 (535-241),01013696259,6000.0,50.0
대전광역시 홍지구 건우거리 8342 07-4 (755-762),01045659189,2000.0,60.0
"경상남도 영광시 
 무정거리 758 965-047",01043762696,1000.0,60.0
인천광역시 희영시 열주로 980 2-6 (587-015),01037733255,6000.0,70.0
"경상남도 현영마을 
 훈태원구 4 661-093",01065378224,7000.0,70.0
"세종특별자치시 양화구 
 성다동 5857 528 617-267",01025729994,8000.0,70.0
경상북도 단위비시 빈강동 1 (037-343),01049736473,3000.0,30.0
인천광역시 송구마을 궉광란거리 8492 362 (186-046),01096751127,3000.0,50.0
광주광역시 권경군 세보림동 6052 123동 815호 (430-804),01087348978,2000.0,30.0
"대구광역시 산려군 
 란혁협마을 4 374-349",01095136876,8000.0,50.0
충청남도 비구구 근재용시 0096 11-5 (483-378),01038895287,4000.0,40.0
서울특별시 우람시 란상성로 823 (769-189),01016176771,4000.0,30.0
전라북도 산순시 훈원휘시 5 (735-535),01093236547,8000.0,30.0
"인천광역시 익명군 
 환태창거리 1 647-7 644-578",01023322174,3000.0,50.0
"서울특별시 복승도마을 
 전우유로 6 79-3 319-094",01069398854,8000.0,70.0
대구광역시 견소홍군 민권로 083 12-2 (899-329),01086517422,9000.0,40.0
"부산광역시 교완휘군 
 지별비거리 2 65-8 127-040",01083867643,8000.0,30.0
경상남도 견억협마을 안현희마을 9266 082-6 (978-999),01066236695,1000.0,50.0
"대구광역시 서통금마을 
 휘덕덕마을 3587 811-626",01084361111,1000.0,40.0
부산광역시 종용시 원혁혁마을 0264 89-5 (587-660),01029118884,7000.0,60.0
전라북도 권영혁시 휘향환군 5887 606-8 (732-007),01051315535,9000.0,70.0
강원도 강욱소시 향안동 8 (434-441),01087682121,5000.0,40.0
"전라남도 빙권창구 
 민동환동 1 867-739",01023941598,1000.0,30.0
광주광역시 저리원마을 무성창구 4905 16-1 (463-590),01075733346,4000.0,60.0
"전라남도 무슬마을 
 통황동 5 2-9 749-615",01076235985,4000.0,50.0
"광주광역시 강란남마을 
 한완아동 162 1-5 190-404",01049473343,9000.0,70.0
제주특별자치도 김세순군 황보엽휘로 801 (784-551),01077423979,4000.0,30.0
"울산광역시 수웅군 
 진동영동 9 349-350",01021941876,8000.0,30.0
경기도 원우균군 아태해동 3161 (346-689),01051356892,1000.0,60.0
전라남도 원효민군 예연병로 725 892 (311-213),01051786632,8000.0,70.0
광주광역시 익금시 향금리거리 0288 (382-648),01059355496,2000.0,70.0
"대전광역시 묵림영시 
 세규로 0670 4-6 263-189",01036785976,6000.0,70.0
서울특별시 은안시 한종완로 202 (620-309),01072881798,5000.0,50.0
전라남도 구구예군 별찬규거리 8 5-8 (126-518),01031284163,2000.0,50.0
세종특별자치시 형기군 엽가광거리 830 (056-463),01049268696,4000.0,40.0
"경상남도 광림군 
 진병윤로 1530 7-9 688-404",01025655296,4000.0,60.0
충청북도 전아희군 권세종군 3 (052-985),01076444384,3000.0,30.0
충청남도 균송구 순온거리 7 395동 146호 (836-330),01075378455,5000.0,50.0
강원도 민형성구 형혜두로 259 (043-547),01072597961,5000.0,30.0
경상북도 야연황구 소미슬로 693 (725-002),01059134974,5000.0,50.0
"강원도 준열시 
 림형강군 288 697-397",01031519879,1000.0,30.0
광주광역시 효란마을 선지의동 5 (973-658),01036713671,2000.0,30.0
"서울특별시 만도웅구 
 억근향로 3663 129동 294호 762-008",01034982334,2000.0,40.0
경상남도 하상시 초익억거리 200 516동 176호 (238-727),01081493553,6000.0,50.0
인천광역시 민성구 엽민민마을 3302 (816-145),01033963158,2000.0,30.0
"세종특별자치시 유후인시 
 혁진찬군 1 762 938-132",01073933491,8000.0,50.0
"대전광역시 길리소군 
 의현동 697 490-893",01061487797,9000.0,70.0
경상남도 삼려림마을 우근재거리 5 (142-967),01017167484,9000.0,70.0
"경상북도 조상휘마을 
 솔황영시 4 464-951",01035337158,3000.0,70.0
"세종특별자치시 억향군 
 관철동 1 876-505",01045125662,1000.0,30.0
충청북도 신림협시 용통의마을 4764 (611-543),01033668758,2000.0,60.0
경상북도 경원시 위엽호동 557 746 (544-717),01034443185,6000.0,60.0
"광주광역시 문미호군 
 란소진구 975 508-0 650-776",01048116494,1000.0,50.0
"충청남도 남궁란소구 
 엄혜산동 4131 640-159",01021376558,5000.0,50.0
"경상북도 보범시 
 송온성로 2104 632-694",01025185261,2000.0,50.0
"충청북도 비용마을 
 권송거리 9333 3-2 953-553",01012842784,7000.0,40.0
"울산광역시 산양마을 
 형욱기군 9 536 773-337",01037991637,7000.0,60.0
전라북도 해찬구 준남로 2861 593동 061호 (212-100),01052525325,7000.0,40.0
대전광역시 증원해군 정미해거리 7 (025-625),01055849775,9000.0,40.0
"전라북도 추엽소구 
 여혜환거리 4598 355동 204호 614-643",01041795966,7000.0,50.0
"경상남도 공다찬구 
 임세주거리 8 810-3 669-688",01046238154,5000.0,40.0
충청북도 병소시 의동억마을 116 9-6 (380-564),01036528394,2000.0,60.0
대전광역시 문병선시 란빈홍거리 753 (924-641),01062118429,7000.0,40.0
대구광역시 구태병마을 봉협성거리 3 (871-573),01041677662,6000.0,70.0
서울특별시 남종군 초주우거리 5127 214 (256-241),01011812651,7000.0,70.0
"광주광역시 수규군 
 련별거리 7 816-000",01046835124,4000.0,40.0
"충청북도 사의무시 
 솔홍혁시 0 218-345",01014361947,4000.0,50.0
부산광역시 엽려시 훈효종마을 443 (676-956),01062961973,4000.0,60.0
"충청남도 유리한군 
 종아구구 9082 811-243",01092143633,3000.0,70.0
"대전광역시 민규수군 
 도윤거리 8596 189동 380호 785-308",01053558619,7000.0,50.0
"서울특별시 은현마을 
 봉민송거리 8 392-1 388-591",01048581446,4000.0,60.0
"충청남도 통효구 
 려황란로 1567 355-8 373-003",01074951698,7000.0,70.0
"대전광역시 원규아군 
 혁힘거리 496 800-268",01034272614,7000.0,50.0
전라북도 모태승마을 혁욱송구 166 205 (499-858),01077979475,7000.0,30.0
울산광역시 종석빈시 선영리거리 6685 (527-030),01063442513,6000.0,70.0
"부산광역시 손도하구 
 완한범군 4 50-7 717-892",01056886523,1000.0,30.0
"부산광역시 관규구 
 철열동 452 1-0 180-827",01012699274,2000.0,40.0
서울특별시 공범비마을 조욱익동 3 1-6 (872-323),01028359597,3000.0,70.0
대전광역시 이아련군 돈세구거리 5750 76-2 (452-300),01096934342,3000.0,50.0
"세종특별자치시 현다시 
 혜광로 4 146-281",01092537732,6000.0,40.0
"서울특별시 망절빈정구 
 송해구군 7899 0-3 237-766",01084672826,6000.0,40.0
경상남도 채도관구 한후안시 964 12-4 (515-673),01052383517,9000.0,60.0
"서울특별시 길효혁구 
 광협동 1243 857동 483호 968-525",01073746251,4000.0,60.0
"전라남도 순힘구 
 독고영선로 967 134-501",01059121115,9000.0,40.0
서울특별시 익동구 별아다로 1931 368동 870호 (632-432),01046724412,6000.0,30.0
부산광역시 종경군 상해휘로 6979 (928-949),01038118872,2000.0,60.0
"대구광역시 맹남근구 
 익금비동 2 427-471",01068384335,4000.0,40.0
"제주특별자치도 범현구 
 초도의동 5121 003동 722호 521-090",01018317557,7000.0,60.0
경상남도 창지시 가호승마을 5 5-1 (456-393),01064466197,8000.0,50.0
"인천광역시 권양건구 
 통광협거리 5 0-1 721-001",01055946641,6000.0,50.0
세종특별자치시 광명군 희익양거리 2959 623 (721-265),01088791917,6000.0,70.0
광주광역시 길광민마을 협종한군 851 (759-163),01099413477,8000.0,50.0
울산광역시 선철구 보송관로 048 9-2 (224-470),01032375339,5000.0,40.0
"충청남도 엄대휘마을 
 철창동 344 735-2 761-679",01039352177,8000.0,40.0
"대전광역시 왕승완마을 
 도솔희로 4 709-024",01054521778,3000.0,30.0
경상북도 련휘구 진열로 0704 58-9 (824-963),01087852376,4000.0,70.0
서울특별시 림별마을 승유거리 404 4-0 (366-741),01049983365,2000.0,70.0
"울산광역시 남경시 
 견현엽로 7509 4-6 050-010",01028937637,7000.0,70.0
서울특별시 종은구 호도관거리 9 149동 548호 (407-654),01097538467,7000.0,30.0
대전광역시 익경마을 준정익시 9 889 (407-318),01071598463,3000.0,70.0
광주광역시 함광억마을 보무규구 7 (829-469),01019112862,5000.0,50.0
부산광역시 소경은시 원광준시 0 (175-864),01035723288,8000.0,40.0
세종특별자치시 도다휘마을 뇌대상거리 672 795-6 (459-281),01036552322,7000.0,50.0
충청남도 전향균마을 환명동 7 950 (192-221),01079929933,4000.0,50.0
인천광역시 장빈가군 빈향거리 8069 (463-459),01063386779,6000.0,60.0
제주특별자치도 엽종근구 단소재거리 962 107동 993호 (196-747),01047965798,6000.0,30.0
제주특별자치도 조강송구 비람연군 6 (611-728),01062672125,1000.0,70.0
"강원도 석원시 
 승림윤시 1745 70-8 859-395",01097471635,6000.0,30.0
전라북도 엄혁송시 욱순효구 112 347-1 (811-293),01051448265,6000.0,70.0
경상남도 동림군 은훈은동 317 (246-721),01011632684,4000.0,60.0
"부산광역시 힘아구 
 육균환거리 3 321-6 339-945",01024252689,6000.0,70.0
세종특별자치시 향별시 소란로 327 255동 774호 (475-648),01064519396,8000.0,50.0
"대구광역시 수순군 
 균도광거리 3 476 069-152",01081133951,8000.0,70.0
"세종특별자치시 후욱군 
 범창솔로 330 474-908",01039222954,7000.0,40.0
충청북도 예양경시 소윤송로 765 (358-089),01048776586,8000.0,50.0
서울특별시 주상마을 산완로 150 (694-337),01071461666,5000.0,30.0
"세종특별자치시 백환규시 
 담송선동 6 90-3 009-218",01019736337,4000.0,50.0
전라북도 점종수마을 이비구로 951 093동 762호 (823-331),01048819866,1000.0,50.0
"충청남도 준리향구 
 승유해시 5024 6-8 007-137",01086667937,6000.0,40.0
"충청남도 웅솔마을 
 선주휘거리 1 008동 139호 624-007",01024466773,6000.0,40.0
충청남도 뇌현예마을 수동환로 9595 (988-941),01091552884,7000.0,50.0
대전광역시 훈범시 희후기마을 8 (772-609),01033976659,8000.0,50.0
"세종특별자치시 양연구 
 솔선진동 828 830-443",01022578758,8000.0,30.0
"경상북도 종세시 
 범현덕마을 1044 55-5 531-859",01041865228,9000.0,60.0
"대전광역시 빈영시 
 대균로 493 995-340",01074738687,6000.0,30.0
충청남도 향소구 한도승로 4 (784-428),01032751231,2000.0,50.0
"경상남도 주대시 
 환철효시 522 701-2 238-107",01098525637,9000.0,60.0
인천광역시 인안군 설억용거리 9 (967-945),01046411443,3000.0,40.0
전라남도 옹가선구 사산윤로 2 026-8 (884-697),01027815719,6000.0,70.0
충청북도 묵향강마을 익려통동 594 6-2 (316-200),01024563579,9000.0,70.0
충청북도 즙비승구 우권비로 409 90-0 (349-730),01098684326,1000.0,50.0
"대전광역시 엽예시 
 련세창로 462 454-4 538-560",01072895498,4000.0,30.0
"인천광역시 권주시 
 규웅거리 2 0-7 742-772",01082268176,4000.0,60.0
"강원도 추철려군 
 무현거리 2 96-1 362-837",01032115595,4000.0,70.0
서울특별시 낭남병군 요안웅로 5 813-0 (789-282),01031998963,3000.0,40.0
울산광역시 위희보구 욱익우동 309 (055-503),01074358915,9000.0,30.0
경상남도 위기진마을 세별근구 3 323동 355호 (027-177),01067225925,2000.0,30.0
전라북도 별동구 화웅거리 4419 6-3 (003-449),01089411958,7000.0,60.0
전라남도 사공슬균시 도미동 4386 006-5 (328-711),01023191739,8000.0,70.0
"경기도 왕호강마을 
 수연균거리 0647 081-044",01062471138,9000.0,50.0
"대구광역시 협진구 
 힘성형군 6 622-230",01071828553,8000.0,60.0
"강원도 윤한시 
 련금려로 7 382-655",01077911285,3000.0,30.0
경상북도 예지완군 려건선군 6384 683 (860-646),01035452396,7000.0,40.0
대전광역시 협순마을 예철힘로 2738 180 (580-421),01081521788,9000.0,70.0
"대구광역시 힘금구 
 창아강시 982 57-8 588-748",01094634161,1000.0,50.0
"경상남도 열억구 
 정윤별로 4 109-2 192-286",01063714961,3000.0,40.0
강원도 선우민명구 선금동 1 (989-739),01041788296,2000.0,40.0
제주특별자치도 한동강시 위화거리 9 (457-113),01025996179,1000.0,30.0
"세종특별자치시 필대효구 
 선람인시 400 750-588",01076334458,8000.0,50.0
경상남도 송희군 한종솔거리 981 614-7 (540-643),01072259143,9000.0,50.0
"경기도 강전열위마을 
 연슬금마을 2047 484동 655호 890-920",01024365234,5000.0,70.0
"부산광역시 성련소구 
 소주경구 370 615-851",01078494782,3000.0,30.0
전라남도 염영석시 두솔억거리 0 371 (907-471),01081564781,6000.0,70.0
충청북도 선온마을 익솔통동 820 213동 058호 (677-180),01029266139,6000.0,30.0
"제주특별자치도 구혜한구 
 유찬리로 595 090 152-180",01058873656,8000.0,30.0
"인천광역시 덕환마을 
 후해찬로 114 85-6 697-266",01083758784,1000.0,40.0
인천광역시 익통마을 찬해남거리 0899 (322-342),01011487426,3000.0,60.0
"울산광역시 조형람마을 
 빈혜빈시 4 900-758",01076592115,9000.0,50.0
"전라북도 승양마을 
 상관진군 649 21-1 826-132",01065293316,9000.0,70.0
제주특별자치도 전관구시 동후재거리 1 789 (883-741),01033358973,1000.0,40.0
"대구광역시 권통승구 
 향우협거리 8 712동 932호 760-531",01088484963,8000.0,50.0
세종특별자치시 양세구 추엽하동 4442 6-7 (299-670),01083264542,8000.0,60.0
경기도 장아동마을 남다동 9161 776동 541호 (751-983),01074333242,1000.0,60.0
울산광역시 건균군 민온준동 775 (740-072),01027789666,4000.0,60.0
"서울특별시 혜안군 
 남궁가송로 2 165-175",01035976341,1000.0,70.0
서울특별시 유성시 황대거리 901 678동 706호 (604-964),01029821264,8000.0,60.0
"부산광역시 지상마을 
 려명동 7846 157-834",01053664958,5000.0,70.0
"경상남도 명온효군 
 혜욱로 3667 728-139",01017278736,8000.0,50.0
울산광역시 호경진마을 림산산거리 8 (639-984),01035456151,7000.0,60.0
세종특별자치시 경효시 세은로 4874 (978-392),01013136358,7000.0,40.0
"울산광역시 뇌려성구 
 휘송안구 4239 007-188",01039117543,9000.0,40.0
"서울특별시 창석구 
 림윤상로 6853 567-2 939-438",01079558836,6000.0,40.0
충청북도 자두동구 아은영동 468 (495-091),01023671971,5000.0,40.0
"울산광역시 함유슬마을 
 욱한양시 6842 023-722",01049739353,6000.0,50.0
강원도 권대해시 선세태시 177 (819-349),01036753165,1000.0,40.0
강원도 란규마을 조민산거리 9 (671-828),01044789649,7000.0,50.0
"경상북도 우형구 
 의금거리 0 990-007",01021484229,4000.0,60.0
경상북도 욱후군 필효세로 925 1-8 (196-485),01032532988,1000.0,30.0
"대구광역시 추한란구 
 서창현동 1244 545-831",01064841847,8000.0,60.0
"울산광역시 서보덕군 
 나구한로 814 709-079",01052723814,6000.0,70.0
"충청북도 초련명마을 
 도엽홍로 2 395-7 457-042",01041273352,9000.0,60.0
울산광역시 어솔영군 아힘종군 6 (146-226),01054772263,7000.0,70.0
"충청북도 허균웅군 
 호도로 853 632 082-481",01041391642,8000.0,50.0
대구광역시 두병시 옥원미거리 0 71-8 (269-927),01075485889,9000.0,40.0
"광주광역시 야억아군 
 람훈정군 3180 1-1 348-349",01034432597,1000.0,50.0
경상남도 소봉통준구 위가규시 363 892동 678호 (393-090),01092679411,8000.0,60.0
