,ID,name,address,zip code,phone,city,country,notes,SID
283,79,RACHEL BARNES,586 Tete Way,1079,18581624103,Kamakura,Japan,active,1
284,547,KURT EMMONS,1421 Quilmes Lane,19151,135407755975,Kanazawa,Japan,active,1
285,401,TONY CARRANZA,454 Patiala Lane,13496,794553031307,Koriyama,Japan,active,2
286,34,REBECCA SCOTT,61 Tama Street,94065,708403338270,Kurashiki,Japan,active,2
287,531,JAMIE WAUGH,958 Sagamihara Lane,88408,427274926505,Kuwana,Japan,active,2
288,355,TERRY GRISSOM,619 Hunuco Avenue,81508,142596392389,Matsue,Japan,active,2
289,253,TERRY CARLSON,752 Ondo Loop,32474,134673576619,Miyakonojo,Japan,active,1
290,53,HEATHER MORRIS,17 Kabul Boulevard,38594,697760867968,Nagareyama,Japan,active,1
291,489,RICARDO MEADOR,591 Sungai Petani Drive,46400,37247325001,Okayama,Japan,active,1
292,365,BRUCE SCHWARZ,1565 Tangail Manor,45750,634445428822,Okinawa,Japan,active,2
293,404,STANLEY SCROGGINS,1266 Laredo Parkway,7664,1483365694,Omiya,Japan,active,2
294,337,JERRY JORDON,124 al-Manama Way,52368,647899404952,Onomichi,Japan,active,1
295,285,MIRIAM MCKINNEY,1336 Benin City Drive,46044,341242939532,Otsu,Japan,active,1
296,11,LISA ANDERSON,1542 Tarlac Parkway,1027,635297277345,Sagamihara,Japan,active,2
297,1,MARY SMITH,1913 Hanoi Way,35200,28303384290,Sasebo,Japan,active,1
298,29,ANGELA HERNANDEZ,786 Aurora Avenue,65750,18461860151,Shimonoseki,Japan,active,2
299,385,PHILLIP HOLM,102 Chapra Drive,14073,776031833752,Tama,Japan,active,1
300,429,FREDERICK ISBELL,1404 Taguig Drive,87212,572068624538,Tsuyama,Japan,active,2
301,503,ANGEL BARCLAY,496 Celaya Drive,90797,759586584889,Ueda,Japan,active,1
302,147,JOANNE ROBERTSON,1337 Lincoln Parkway,99457,597815221267,Urawa,Japan,active,2
303,76,IRENE PRICE,602 Paarl Street,98889,896314772871,Pavlodar,Kazakstan,active,2
304,573,BYRON BOX,521 San Juan Bautista Tuxtepec Place,95093,844018348565,Zhezqazghan,Kazakstan,active,1
305,193,KATIE ELLIOTT,447 Surakarta Loop,10428,940830176580,Kisumu,Kenya,active,2
306,363,ROY WHITING,1658 Jastrzebie-Zdrj Loop,96584,568367775448,Nyeri,Kenya,active,2
307,234,CLAUDIA FULLER,346 Skikda Parkway,90628,630424482919,Jalib al-Shuyukh,Kuwait,active,1
308,347,RYAN SALISBURY,1673 Tangail Drive,26857,627924259271,Daugavpils,Latvia,active,2
309,23,SARAH LEWIS,1780 Hino Boulevard,7716,902731229323,Liepaja,Latvia,active,2
310,57,EVELYN MORGAN,943 Tokat Street,45428,889318963672,Vaduz,Liechtenstein,active,2
311,557,FELIX GAFFNEY,1059 Yuncheng Avenue,47498,107092893983,Vilnius,Lithuania,active,1
312,81,ANDREA HENDERSON,320 Baiyin Parkway,37307,223664661973,Mahajanga,Madagascar,active,1
313,166,LYNN PAYNE,710 San Felipe del Progreso Avenue,76901,843801144113,Lilongwe,Malawi,active,1
314,171,DOLORES WAGNER,316 Uruapan Street,58194,275788967899,Ipoh,Malaysia,active,2
315,58,JEAN BELL,1114 Liepaja Street,69226,212869228936,Kuching,Malaysia,active,1
316,306,CHARLES KOWALSKI,715 So Bernardo do Campo Lane,84804,181179321332,Sungai Petani,Malaysia,active,1
317,486,GLEN TALBERT,1789 Saint-Denis Parkway,8268,936806643983,Acua,Mexico,active,1
318,414,VINCENT RALSTON,397 Sunnyvale Avenue,55566,680851640676,Allende,Mexico,active,1
319,84,SARA PERRY,125 Citt del Vaticano Boulevard,67912,48417642933,Atlixco,Mexico,active,2
320,578,WILLARD LUMPKIN,1819 Alessandria Loop,53829,377633994405,Carmen,Mexico,active,2
321,587,SERGIO STANFIELD,1402 Zanzibar Boulevard,71102,387448063440,Celaya,Mexico,active,1
322,247,STELLA MORENO,1473 Changhwa Parkway,75933,266798132374,Coacalco de Berriozbal,Mexico,active,1
323,482,MAURICE CRAWLEY,1785 So Bernardo do Campo Street,71182,684529463244,Coatzacoalcos,Mexico,,1
324,467,ALVIN DELOACH,1447 Chatsworth Place,41545,769370126331,Cuauhtmoc,Mexico,active,2
325,323,MATTHEW MAHAN,479 San Felipe del Progreso Avenue,54949,869051782691,Cuautla,Mexico,active,2
326,575,ISAAC OGLESBY,186 Skikda Lane,89422,14465669789,Cuernavaca,Mexico,active,2
327,451,JIM REA,814 Simferopol Loop,48745,524567129902,El Fuerte,Mexico,active,1
328,364,BENJAMIN VARNEY,817 Laredo Avenue,77449,151249681135,Guadalajara,Mexico,active,1
329,150,DANIELLE DANIELS,781 Shimonoseki Drive,95444,632316273199,Hidalgo,Mexico,active,2
330,582,ANDY VANHORN,966 Asuncin Way,62703,995527378381,Huejutla de Reyes,Mexico,active,2
331,108,TRACY COLE,1002 Ahmadnagar Manor,93026,371490777743,Huixquilucan,Mexico,active,1
332,581,VIRGIL WOFFORD,760 Miyakonojo Drive,64682,294449058179,Jos Azueta,Mexico,active,1
333,369,FRED WHEAT,433 Florencia Street,91330,561729882725,Jurez,Mexico,active,2
334,488,SHANE MILLARD,184 Mandaluyong Street,94239,488425406814,La Paz,Mexico,active,2
335,177,SAMANTHA DUNCAN,146 Johannesburg Way,54132,953689007081,Matamoros,Mexico,active,2
336,343,DOUGLAS GRAF,785 Vaduz Street,36170,895616862749,Mexicali,Mexico,active,1
337,570,IVAN CROMWELL,1351 Sousse Lane,37815,203804046132,Monclova,Mexico,active,2
338,115,WENDY HARRISON,1107 Nakhon Sawan Avenue,75149,867546627903,Nezahualcyotl,Mexico,active,1
339,353,JONATHAN SCARBOROUGH,1698 Southport Loop,49009,754358349853,Pachuca de Soto,Mexico,active,1
340,273,PRISCILLA LOWE,144 South Hill Loop,2012,45387294817,Salamanca,Mexico,active,2
341,319,RONALD WEINER,1145 Vilnius Manor,73170,674805712553,San Felipe del Progreso,Mexico,active,2
342,425,FRANCIS SIKES,355 Vitria de Santo Anto Way,81758,548003849552,San Juan Bautista Tuxtepec,Mexico,active,2
343,133,PAULINE HENRY,261 Saint Louis Way,83401,321944036800,Torren,Mexico,active,1
344,454,ALEX GRESHAM,251 Florencia Drive,16119,118011831565,Uruapan,Mexico,active,2
345,288,BOBBIE CRAIG,86 Higashiosaka Lane,33768,957128697225,Valle de Santiago,Mexico,active,1
346,465,FLOYD GANDY,1088 Ibirit Place,88502,49084281333,Zapopan,Mexico,active,1
347,38,MARTHA GONZALEZ,269 Cam Ranh Parkway,34689,489783829737,Chisinau,Moldova,active,1
348,543,LANCE PEMBERTON,454 Qinhuangdao Drive,25866,786270036240,Beni-Mellal,Morocco,active,1
349,40,AMANDA CARTER,671 Graz Street,94399,680768868518,Nador,Morocco,active,2
350,22,LAURA RODRIGUEZ,28 Charlotte Amalie Street,37551,161968374323,Sal,Morocco,active,1
351,257,MARSHA DOUGLAS,771 Yaound Manor,86768,245477603573,Beira,Mozambique,active,2
352,433,DON BONE,596 Huixquilucan Place,65892,342709348083,Naala-Porto,Mozambique,active,1
353,97,ANNIE RUSSELL,1599 Plock Drive,71986,817248913162,Tete,Mozambique,active,2
354,256,MABEL HOLLAND,51 Laredo Avenue,68146,884536620568,Monywa,Myanmar,active,2
355,4,BARBARA JONES,1566 Inegl Manor,53561,705814003527,Myingyan,Myanmar,active,2
356,513,DUANE TUBBS,962 Tama Loop,65952,282667506728,Yangor,Nauru,active,2
357,321,KEVIN SCHULER,470 Boksburg Street,97960,908029859266,Birgunj,Nepal,active,1
358,415,GLENN PULLEN,992 Klerksdorp Loop,33711,855290087237,Amersfoort,Netherlands,active,1
359,137,RHONDA KENNEDY,1749 Daxian Place,11044,963369996279,Apeldoorn,Netherlands,active,2
360,341,PETER MENARD,1217 Konotop Avenue,504,718917251754,Ede,Netherlands,active,1
361,474,DUSTIN GILLETTE,1854 Okara Boulevard,42123,131912793873,Emmen,Netherlands,active,2
362,184,VIVIAN RUIZ,741 Ambattur Manor,43310,302590383819,s-Hertogenbosch,Netherlands,active,1
363,8,SUSAN WILSON,478 Joliet Way,77948,657282285970,Hamilton,New Zealand,active,2
364,284,SONIA GREGORY,1279 Udine Parkway,75860,195003555232,Benin City,Nigeria,active,1
365,409,RODNEY MOELLER,1936 Lapu-Lapu Parkway,7122,653436985797,Deba Habe,Nigeria,active,2
366,286,VELMA LUCAS,1155 Liaocheng Place,22650,558236142492,Effon-Alaiye,Nigeria,active,1
367,80,MARILYN ROSS,1888 Kabul Drive,20936,701457319790,Ife,Nigeria,active,1
368,198,ELSIE KELLEY,955 Bamenda Way,1545,768481779568,Ikerre,Nigeria,active,2
369,103,GLADYS HAMILTON,1177 Jelets Way,3305,484292626944,Ilorin,Nigeria,active,1
370,18,CAROL GARCIA,320 Brest Avenue,43331,747791594069,Kaduna,Nigeria,active,2
371,277,OLGA JIMENEZ,556 Baybay Manor,55802,363982224739,Ogbomosho,Nigeria,active,2
372,156,BERTHA FERGUSON,1367 Yantai Manor,21294,889538496300,Ondo,Nigeria,active,1
373,280,TRACEY BARRETT,1006 Santa Brbara dOeste Manor,36229,85059738746,Owo,Nigeria,active,2
374,250,JO FOWLER,786 Stara Zagora Way,98332,716256596301,Oyo,Nigeria,active,2
375,562,WALLACE SLONE,1342 Sharja Way,93655,946114054231,Sokoto,Nigeria,active,1
376,232,CONSTANCE REID,885 Yingkou Manor,31390,588964509072,Zaria,Nigeria,active,2
377,157,DARLENE ROSE,1386 Nakhon Sawan Boulevard,53502,368899174225,Pyongyang,North Korea,active,2
378,9,MARGARET MOORE,613 Korolev Drive,45844,380657522649,Masqat,Oman,active,2
379,498,GENE SANBORN,1416 San Juan Bautista Tuxtepec Avenue,50592,144206758053,Salala,Oman,active,1
380,416,JEFFERY PINSON,966 Arecibo Loop,94018,15273765306,Dadu,Pakistan,active,2
381,223,MELINDA FERNANDEZ,1820 Maring Parkway,88307,99760893676,Mandi Bahauddin,Pakistan,active,1
382,20,SHARON ROBINSON,1688 Okara Way,21954,144453869132,Mardan,Pakistan,active,2
383,399,DANNY ISOM,734 Bchar Place,30586,280578750435,Okara,Pakistan,active,1
384,25,DEBORAH WALKER,934 San Felipe de Puerto Plata Street,99780,196495945706,Shikarpur,Pakistan,active,1
385,226,MAUREEN LITTLE,201 Effon-Alaiye Way,64344,684192903087,Asuncin,Paraguay,active,2
386,205,EILEEN CARR,1679 Antofagasta Street,86599,905903574913,Ciudad del Este,Paraguay,active,2
387,345,CARL ARTIS,1628 Nagareyama Lane,60079,20064292617,San Lorenzo,Paraguay,active,1
388,304,DAVID ROYAL,827 Yuncheng Drive,79047,504434452842,Callao,Peru,active,2
389,565,JAIME NETTLES,1746 Faaa Way,32515,863080561151,Hunuco,Peru,active,2
390,122,THELMA MURRAY,1175 Tanauan Way,64615,937222955822,Lima,Peru,active,1
391,597,FREDDIE DUGGAN,1103 Quilmes Boulevard,52137,644021380889,Sullana,Peru,active,1
392,71,KATHY JAMES,492 Cam Ranh Street,50805,565018274456,Baybay,Philippines,active,1
393,188,MELANIE ARMSTRONG,1166 Changhwa Street,58852,650752094490,Bayugan,Philippines,active,1
394,94,NORMA GONZALES,152 Kitwe Parkway,53182,835433605312,Bislig,Philippines,active,1
395,371,BILLY POULIN,1061 Ede Avenue,57810,333390595558,Cabuyao,Philippines,active,1
396,388,CRAIG MORRELL,717 Changzhou Lane,21615,426255288071,Cavite,Philippines,active,2
397,27,SHIRLEY ALLEN,217 Botshabelo Place,49521,665356572025,Davao,Philippines,active,2
398,461,DEREK BLAKELY,118 Jaffna Loop,10447,325526730021,Gingoog,Philippines,active,1
399,255,IRMA PEARSON,127 Iwakuni Boulevard,20777,987442542471,Hagonoy,Philippines,active,2
400,580,ROSS GREY,951 Springs Lane,96115,165164761435,Iligan,Philippines,active,1
401,349,JOE GILLILAND,953 Hodeida Street,18841,53912826864,Imus,Philippines,active,2
402,244,VIOLA HANSON,582 Papeete Loop,27722,569868543137,Lapu-Lapu,Philippines,active,2
403,263,HILDA HOPKINS,1831 Nam Dinh Loop,51990,322888976727,Mandaluyong,Philippines,active,1
404,434,EDDIE TOMLIN,1351 Aparecida de Goinia Parkway,41775,959834530529,Ozamis,Philippines,active,1
405,522,ARNOLD HAVENS,1176 Southend-on-Sea Manor,81651,236679267178,Santa Rosa,Philippines,active,2
406,72,THERESA WATSON,89 Allappuzha (Alleppey) Manor,75444,255800440636,Taguig,Philippines,active,2
407,505,RAFAEL ABNEY,48 Maracabo Place,1570,82671830126,Talavera,Philippines,active,1
408,373,LOUIS LEONE,1191 Tandil Drive,6362,45554316010,Tanauan,Philippines,active,1
409,236,MARCIA DEAN,1479 Rustenburg Boulevard,18727,727785483194,Tanza,Philippines,active,1
410,548,ALLAN CORNISH,947 Trshavn Place,841,50898428626,Tarlac,Philippines,active,1
411,261,DEANNA BYRD,862 Xintai Lane,30065,265153400632,Tuguegarao,Philippines,active,1
412,318,BRIAN WYMAN,1769 Iwaki Lane,25787,556100547674,Bydgoszcz,Poland,active,1
413,572,SIDNEY BURLESON,1405 Hagonoy Avenue,86587,867287719310,Czestochowa,Poland,active,1
414,128,MARJORIE TUCKER,1050 Garden Grove Avenue,4999,973047364353,Jastrzebie-Zdrj,Poland,active,1
415,270,LEAH CURTIS,906 Goinia Way,83565,701767622697,Kalisz,Poland,active,1
416,501,RUBEN GEARY,414 Mandaluyong Street,16370,52709222667,Lublin,Poland,active,1
417,571,JOHNNIE CHISHOLM,1501 Pangkal Pinang Avenue,943,770864062795,Plock,Poland,active,2
418,380,RUSSELL BRINSON,1642 Charlotte Amalie Drive,75442,821476736117,Tychy,Poland,active,1
419,558,JIMMIE EGGLESTON,505 Madiun Boulevard,97271,970638808606,Wroclaw,Poland,,1
420,360,RALPH MADRIGAL,1009 Zanzibar Lane,64875,102396298916,Arecibo,Puerto Rico,active,2
421,282,JENNY CASTRO,1405 Chisinau Place,8160,62781725285,Ponce,Puerto Rico,active,2
422,230,JOY GEORGE,1256 Bislig Boulevard,50598,479007229460,Botosani,Romania,active,2
423,563,KEN PREWITT,1342 Abha Boulevard,10714,997453607116,Bucuresti,Romania,active,2
424,148,ELEANOR HUNT,1952 Pune Lane,92150,354615066969,Saint-Denis,Runion,active,1
425,397,JIMMY SCHRADER,616 Hagonoy Avenue,46043,604177838256,Atinsk,Russian Federation,active,1
426,55,DORIS REED,1697 Kowloon and New Kowloon Loop,57807,499352017190,Balaiha,Russian Federation,active,2
427,430,RAY HOULE,740 Udaipur Lane,33505,497288595103,Dzerzinsk,Russian Federation,active,1
428,17,DONNA THOMPSON,270 Toulon Boulevard,81766,407752414682,Elista,Russian Federation,active,1
429,106,CONNIE WALLACE,1867 San Juan Bautista Tuxtepec Avenue,78311,547003310357,Ivanovo,Russian Federation,active,1
430,222,DELORES HANSEN,810 Palghat (Palakkad) Boulevard,73431,516331171356,Jaroslavl,Russian Federation,active,2
431,100,ROBIN HAYES,1913 Kamakura Place,97287,942570536750,Jelets,Russian Federation,active,1
432,301,ROBERT BAUGHMAN,1883 Maikop Lane,68469,96110042435,Kaliningrad,Russian Federation,active,2
433,510,BEN EASTER,886 Tonghae Place,19450,711928348157,Kamyin,Russian Federation,,2
434,179,DANA HART,1089 Iwatsuki Avenue,35109,866092335135,Kirovo-Tepetsk,Russian Federation,active,1
435,295,DAISY BATES,661 Chisinau Lane,8856,816436065431,Kolpino,Russian Federation,active,1
436,393,PHILIP CAUSEY,954 Lapu-Lapu Way,8816,737229003916,Korolev,Russian Federation,active,1
437,376,RANDY GAITHER,1618 Olomouc Manor,26385,96846695220,Kurgan,Russian Federation,active,1
438,311,PAUL TROUT,746 Joliet Lane,94878,688485191923,Kursk,Russian Federation,active,2
439,44,MARIE TURNER,1998 Halifax Drive,76022,177727722820,Lipetsk,Russian Federation,active,1
440,160,ERIN DUNN,1623 Baha Blanca Manor,81511,149981248346,Ljubertsy,Russian Federation,active,2
441,346,ARTHUR SIMPKINS,1157 Nyeri Loop,56380,262744791493,Maikop,Russian Federation,active,1
442,46,CATHERINE CAMPBELL,46 Pjatigorsk Lane,23616,262076994845,Moscow,Russian Federation,active,2
443,447,CLIFFORD BOWENS,207 Cuernavaca Loop,52671,782900030287,Nabereznyje Telny,Russian Federation,active,1
444,48,ANN EVANS,909 Garland Manor,69367,705800322606,Niznekamsk,Russian Federation,active,1
445,191,JEANETTE GREENE,1077 San Felipe de Puerto Plata Place,65387,812824036424,Novoterkassk,Russian Federation,active,1
446,487,HECTOR POINDEXTER,185 Mannheim Lane,23661,589377568313,Pjatigorsk,Russian Federation,active,2
447,567,ALFREDO MCADAMS,1407 Surakarta Manor,33224,324346485054,Serpuhov,Russian Federation,active,2
448,127,ELAINE STEVENS,801 Hagonoy Drive,8439,237426099212,Smolensk,Russian Federation,active,2
449,428,HERBERT KRUGER,1823 Hoshiarpur Lane,33191,307133768620,Syktyvkar,Russian Federation,active,2
450,350,JUAN FRALEY,469 Nakhon Sawan Street,58866,689199636560,Teboksary,Russian Federation,active,1
451,462,WARREN SHERROD,1621 Tongliao Avenue,22173,209342540247,Usolje-Sibirskoje,Russian Federation,active,2
452,351,JACK FOUST,1378 Beira Loop,40792,840957664136,Zeleznogorsk,Russian Federation,active,1
453,326,JOSE ANDREW,1016 Iwakuni Street,49833,961370847344,Kingstown,Saint Vincent and the Grenadines,active,1
454,101,PEGGY MYERS,733 Mandaluyong Place,77459,196568435814,Abha,Saudi Arabia,active,1
455,70,CHRISTINA RAMIREZ,1124 Buenaventura Drive,6856,407733804223,al-Hawiya,Saudi Arabia,active,2
456,417,TRAVIS ESTEP,289 Santo Andr Manor,72410,214976066017,al-Qatif,Saudi Arabia,active,1
457,49,JOYCE EDWARDS,725 Isesaki Place,74428,876295323994,Jedda,Saudi Arabia,active,2
458,312,MARK RINEHART,780 Kimberley Way,17032,824396883951,Tabuk,Saudi Arabia,active,2
459,456,RONNIE RICKETTS,1889 Valparai Way,75559,670370974122,Ziguinchor,Senegal,active,2
460,357,KEITH RICO,482 Kowloon and New Kowloon Manor,97056,738968474939,Bratislava,Slovakia,active,1
461,125,ETHEL WEBB,569 Baicheng Lane,60304,490211944645,Boksburg,South Africa,active,1
462,132,ESTHER CRAWFORD,898 Belm Manor,49757,707169393853,Botshabelo,South Africa,active,2
463,555,DWIGHT LOMBARDI,1497 Fengshan Drive,63022,368738360376,Chatsworth,South Africa,active,1
464,471,DEAN SAUER,270 Tambaram Parkway,9668,248446668735,Johannesburg,South Africa,active,1
465,19,RUTH MARTINEZ,1417 Lancaster Avenue,72192,272572357893,Kimberley,South Africa,active,1
466,109,EDNA WEST,682 Junan Way,30418,622255216127,Klerksdorp,South Africa,active,2
467,432,EDWIN BURK,1766 Almirante Brown Street,63104,617567598243,Newcastle,South Africa,active,1
468,338,DENNIS GILMAN,1443 Mardan Street,31483,231383037471,Paarl,South Africa,active,1
469,407,DALE RATCLIFF,1639 Saarbrcken Drive,9827,328494873422,Rustenburg,South Africa,active,1
470,145,LUCILLE HOLMES,999 Sanaa Loop,3439,918032330119,Soshanguve,South Africa,active,1
471,83,LOUISE JENKINS,929 Tallahassee Loop,74671,800716535041,Springs,South Africa,active,1
472,88,BONNIE HUGHES,1942 Ciparay Parkway,82624,978987363654,Cheju,South Korea,active,2
473,99,EMILY DIAZ,588 Vila Velha Manor,51540,333339908719,Kimchon,South Korea,active,2
474,237,TANYA GILBERT,647 A Corua (La Corua) Street,36971,792557457753,Naju,South Korea,active,1
475,536,FERNANDO CHURCHILL,193 Bhusawal Place,9750,745267607502,Tonghae,South Korea,active,2
476,245,COURTNEY DAY,300 Junan Street,81314,890289150158,Uijongbu,South Korea,active,1
477,52,JULIE SANCHEZ,939 Probolinggo Loop,4166,680428310138,A Corua (La Corua),Spain,active,1
478,293,MAE FLETCHER,44 Najafabad Way,61391,96604821070,Donostia-San Sebastin,Spain,active,2
479,394,CHRIS BROTHERS,331 Bydgoszcz Parkway,966,537374465982,Gijn,Spain,active,2
480,469,WESLEY BULL,1469 Plock Lane,95835,622884741180,Ourense (Orense),Spain,active,2
481,549,NELSON CHRISTENSON,1764 Jalib al-Shuyukh Parkway,77642,84794532510,Santiago de Compostela,Spain,active,1
482,408,MANUEL MURRELL,692 Amroha Drive,35575,359478883004,Jaffna,Sri Lanka,active,1
483,395,JOHNNY TURPIN,1152 Citrus Heights Manor,5239,765957414528,al-Qadarif,Sudan,active,2
484,50,DIANE COLLINS,115 Hidalgo Parkway,80168,307703950263,Omdurman,Sudan,active,1
485,66,JANICE WARD,1150 Kimchon Manor,96109,663449333709,Malm,Sweden,active,2
486,61,KATHERINE RIVERA,915 Ponce Place,83980,1395251317,Basel,Switzerland,active,2
487,155,GAIL KNIGHT,185 Novi Sad Place,41778,904253967161,Bern,Switzerland,active,1
488,598,WADE DELVALLE,1331 Usak Boulevard,61960,145308717464,Lausanne,Switzerland,active,1
489,75,TAMMY SANDERS,1551 Rampur Lane,72394,251164340471,Changhwa,Taiwan,active,2
490,73,BEVERLY BROOKS,1947 Poos de Caldas Boulevard,60951,427454485876,Chiayi,Taiwan,active,2
491,517,BRAD MCCURDY,608 Birgunj Parkway,400,627425618482,Chungho,Taiwan,active,2
492,576,MORRIS MCCARTER,1568 Celaya Parkway,34750,278669994384,Fengshan,Taiwan,active,2
493,348,ROGER QUINTANILLA,381 Kabul Way,87272,55477302294,Hsichuh,Taiwan,active,2
494,30,MELISSA KING,1668 Anpolis Street,50199,525255540978,Lungtan,Taiwan,active,1
495,5,ELIZABETH BROWN,53 Idfu Parkway,42399,10655648674,Nantou,Taiwan,active,1
496,577,CLIFTON MALCOLM,1489 Kakamigahara Lane,98883,29341849811,Tanshui,Taiwan,active,2
497,139,AMBER DIXON,1029 Dzerzinsk Manor,57519,33173584456,Touliu,Taiwan,active,1
498,586,KIRK STCLAIR,1923 Stara Zagora Lane,95179,182178609211,Tsaotun,Taiwan,active,1
499,481,HERMAN DEVORE,64 Korla Street,25145,510383179153,Mwanza,Tanzania,active,1
500,190,YOLANDA WEAVER,605 Rio Claro Parkway,49348,352469351088,Tabora,Tanzania,active,2
501,220,CHARLENE ALVAREZ,1842 Luzinia Boulevard,94420,706878974831,Zanzibar,Tanzania,active,2
502,390,SHAWN HEATON,1337 Mit Ghamr Avenue,29810,175283210378,Nakhon Sawan,Thailand,active,1
503,42,CAROLYN PEREZ,1632 Bislig Avenue,61117,471675840679,Pak Kret,Thailand,active,2
504,86,JACQUELINE LONG,870 Ashqelon Loop,84931,135117278909,Songkhla,Thailand,active,2
505,344,HENRY BILLINGSLEY,1516 Escobar Drive,46069,64536069371,Nukualofa,Tonga,active,1
506,335,GREGORY MAULDIN,507 Smolensk Loop,22971,80303246192,Sousse,Tunisia,active,1
507,327,LARRY THRASHER,663 Baha Blanca Parkway,33463,834418779292,Adana,Turkey,active,2
508,366,BRANDON HUEY,1912 Emeishan Drive,33050,99883471275,Balikesir,Turkey,active,1
509,172,BERNICE WILLIS,29 Pyongyang Loop,47753,734780743462,Batman,Turkey,active,1
510,483,VERNON CHAPA,698 Jelets Boulevard,2596,975185523021,Denizli,Turkey,active,2
511,507,EDGAR RHOADS,1269 Ipoh Avenue,54674,402630109080,Eskisehir,Turkey,active,2
512,480,COREY HAUSER,984 Novoterkassk Loop,28165,435118527255,Gaziantep,Turkey,active,1
513,278,BILLIE HORTON,457 Tongliao Loop,56254,880756161823,Inegl,Turkey,active,2
514,143,LESLIE GORDON,374 Bat Yam Boulevard,97700,923261616249,Kilis,Turkey,active,1
515,124,SHEILA WELLS,848 Tafuna Manor,45142,614935229095,Ktahya,Turkey,,1
516,13,KAREN JACKSON,270 Amroha Parkway,29610,695479687538,Osmaniye,Turkey,active,2
517,518,GABRIEL HARDER,680 A Corua (La Corua) Manor,49806,158326114853,Sivas,Turkey,active,1
518,493,BRENT HARKINS,319 Plock Parkway,26101,854259976812,Sultanbeyli,Turkey,active,1
519,164,JOANN GARDNER,842 Salzburg Lane,3313,697151428760,Tarsus,Turkey,active,2
520,566,CASEY MENA,539 Hami Way,52196,525518075499,Tokat,Turkey,active,1
521,204,ROSEMARY SCHMIDT,1215 Pyongyang Parkway,25238,646237101779,Usak,Turkey,active,1
522,200,JEANNE LAWSON,387 Mwene-Ditu Drive,8073,764477681869,Ashgabat,Turkmenistan,active,2
523,105,DAWN SULLIVAN,454 Nakhon Sawan Boulevard,76383,963887147572,Funafuti,Tuvalu,active,1
524,386,TODD TAN,1793 Meixian Place,33535,619966287415,Kamjanets-Podilskyi,Ukraine,active,1
525,545,JULIO NOLAND,182 Nukualofa Drive,15414,426346224043,Konotop,Ukraine,active,2
526,131,MONICA HICKS,1752 So Leopoldo Parkway,14014,252265130067,Mukateve,Ukraine,active,2
527,475,PEDRO CHESTNUT,421 Yaound Street,11363,726875628268,ostka,Ukraine,active,2
528,82,KATHRYN COLEMAN,927 Baha Blanca Parkway,9495,821972242086,Simferopol,Ukraine,active,1
529,187,BRITTANY RILEY,140 Chiayi Parkway,38982,855863906434,Sumy,Ukraine,active,2
530,452,TOM MILNER,535 Ahmadnagar Manor,41136,985109775584,Abu Dhabi,United Arab Emirates,active,1
531,98,LILLIAN GRIFFIN,669 Firozabad Loop,92265,412903167998,al-Ayn,United Arab Emirates,active,1
532,292,MISTY LAMBERT,1192 Tongliao Street,19065,350970907017,Sharja,United Arab Emirates,active,2
533,85,ANNE POWELL,1557 Ktahya Boulevard,88002,720998247660,Bradford,United Kingdom,active,2
534,142,APRIL BURNS,483 Ljubertsy Parkway,60562,581174211853,Dundee,United Kingdom,active,1
535,252,MATTIE HOFFMAN,1497 Yuzhou Drive,3433,246810237916,London,United Kingdom,active,2
536,512,CECIL VINES,548 Uruapan Street,35653,879347453467,London,United Kingdom,active,1
537,583,MARSHALL THORN,1584 Ljubertsy Lane,22954,285710089439,Southampton,United Kingdom,active,1
538,16,SANDRA MARTIN,360 Toulouse Parkway,54308,949312333307,Southend-on-Sea,United Kingdom,,2
539,556,ARMANDO GRUBER,869 Shikarpur Way,57380,590764256785,Southport,United Kingdom,active,2
540,477,DAN PAINE,808 Naala-Porto Parkway,41060,553452430707,Stockport,United Kingdom,active,1
541,497,GILBERT SLEDGE,1515 Korla Way,57197,959467760895,York,United Kingdom,active,2
542,479,ZACHARY HITE,98 Pyongyang Boulevard,88749,191958435142,Akron,United States,active,1
543,305,RICHARD MCCRARY,913 Coacalco de Berriozbal Loop,42141,262088367001,Arlington,United States,active,1
544,96,DIANA ALEXANDER,1308 Arecibo Way,30695,6171054059,Augusta-Richmond County,United States,active,1
545,330,SCOTT SHELLEY,587 Benguela Manor,91590,165450987037,Aurora,United States,active,1
546,537,CLINTON BUFORD,43 Vilnius Manor,79814,484500282381,Aurora,United States,active,2
547,212,WILMA RICHARDS,660 Jedda Boulevard,25053,168758068397,Bellevue,United States,active,2
548,149,VALERIE BLACK,782 Mosul Street,25545,885899703621,Brockton,United States,active,1
549,526,KARL SEAL,1427 Tabuk Place,31342,214756839122,Cape Coral,United States,active,2
550,14,BETTY WHITE,770 Bydgoszcz Avenue,16266,517338314235,Citrus Heights,United States,active,2
551,140,EVA RAMOS,1666 Beni-Mellal Place,13377,9099941466,Clarksville,United States,active,1
552,182,RENEE LANE,533 al-Ayn Boulevard,8862,662227486184,Compton,United States,active,1
553,400,BRYAN HARDISON,530 Lausanne Lane,11067,775235029633,Dallas,United States,active,2
554,294,SHELLY WATTS,32 Pudukkottai Lane,38834,967274728547,Dayton,United States,active,2
555,420,JACOB LANCE,1866 al-Qatif Avenue,89420,546793516940,El Monte,United States,active,1
556,51,ALICE STEWART,1135 Izumisano Parkway,48150,171822533480,Fontana,United States,active,1
